Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51,,
P159,2.00 ,2.00 ,9.00 ,5.00 ,2.00 ,7.00 ,4.00 ,4.00 ,5.00 ,7.00 ,2.00 ,8.00 ,3.00 ,5.00 ,4.00 ,7.00 ,3.00 ,4.00 ,4.00 ,5.00 ,7.00 ,1.00 ,4.00 ,2.00 ,4.00 ,2.00 ,4.00 ,1.00 ,4.00 ,5.00 ,4.00 ,5.00 ,2.00 ,3.00 ,2.00 ,3.00 ,7.00 ,1.00 ,3.00 ,4.00 ,4.00 ,2.00 ,4.00 ,6.00 ,4.00 ,9.00 ,2.00 ,3.00 ,4.00 ,4.00 ,3.00 ,7.00 ,1.00 ,9.00 ,0.13 ,0.13 ,1.00 ,0.50 ,0.13 ,0.75 ,0.38 ,0.38 ,0.50 ,0.75 ,0.13 ,0.88 ,0.25 ,0.50 ,0.38 ,0.75 ,0.25 ,0.38 ,0.38 ,0.50 ,0.75 ,0.00 ,0.38 ,0.13 ,0.38 ,0.13 ,0.38 ,0.00 ,0.38 ,0.50 ,0.38 ,0.50 ,0.13 ,0.25 ,0.13 ,0.25 ,0.75 ,0.00 ,0.25 ,0.38 ,0.38 ,0.13 ,0.38 ,0.63 ,0.38 ,1.00 ,0.13 ,0.25 ,0.38 ,0.38 ,0.25 ,0.75 ,4.04 ,0.39 
P160,9.00 ,8.00 ,10.00 ,13.00 ,14.00 ,10.00 ,15.00 ,9.00 ,6.00 ,6.00 ,7.00 ,16.00 ,14.00 ,5.00 ,9.00 ,9.00 ,8.00 ,12.00 ,9.00 ,12.00 ,6.00 ,4.00 ,15.00 ,4.00 ,4.00 ,8.00 ,4.00 ,8.00 ,7.00 ,8.00 ,7.00 ,15.00 ,7.00 ,14.00 ,6.00 ,3.00 ,7.00 ,8.00 ,13.00 ,11.00 ,12.00 ,8.00 ,7.00 ,7.00 ,6.00 ,9.00 ,9.00 ,14.00 ,11.00 ,11.00 ,8.00 ,11.00 ,3.00 ,16.00 ,0.46 ,0.38 ,0.54 ,0.77 ,0.85 ,0.54 ,0.92 ,0.46 ,0.23 ,0.23 ,0.31 ,1.00 ,0.85 ,0.15 ,0.46 ,0.46 ,0.38 ,0.69 ,0.46 ,0.69 ,0.23 ,0.08 ,0.92 ,0.08 ,0.08 ,0.38 ,0.08 ,0.38 ,0.31 ,0.38 ,0.31 ,0.92 ,0.31 ,0.85 ,0.23 ,0.00 ,0.31 ,0.38 ,0.77 ,0.62 ,0.69 ,0.38 ,0.31 ,0.31 ,0.23 ,0.46 ,0.46 ,0.85 ,0.62 ,0.62 ,0.38 ,0.62 ,9.04 ,0.47 
P161,5.00 ,6.00 ,5.00 ,7.00 ,1.00 ,3.00 ,6.00 ,6.00 ,2.00 ,9.00 ,4.00 ,6.00 ,5.00 ,2.00 ,2.00 ,5.00 ,7.00 ,3.00 ,6.00 ,3.00 ,5.00 ,6.00 ,2.00 ,7.00 ,4.00 ,2.00 ,3.00 ,5.00 ,4.00 ,6.00 ,3.00 ,6.00 ,2.00 ,2.00 ,3.00 ,6.00 ,2.00 ,6.00 ,2.00 ,5.00 ,4.00 ,5.00 ,2.00 ,5.00 ,6.00 ,4.00 ,3.00 ,4.00 ,9.00 ,4.00 ,2.00 ,6.00 ,1.00 ,9.00 ,0.50 ,0.63 ,0.50 ,0.75 ,0.00 ,0.25 ,0.63 ,0.63 ,0.13 ,1.00 ,0.38 ,0.63 ,0.50 ,0.13 ,0.13 ,0.50 ,0.75 ,0.25 ,0.63 ,0.25 ,0.50 ,0.63 ,0.13 ,0.75 ,0.38 ,0.13 ,0.25 ,0.50 ,0.38 ,0.63 ,0.25 ,0.63 ,0.13 ,0.13 ,0.25 ,0.63 ,0.13 ,0.63 ,0.13 ,0.50 ,0.38 ,0.50 ,0.13 ,0.50 ,0.63 ,0.38 ,0.25 ,0.38 ,1.00 ,0.38 ,0.13 ,0.63 ,4.41 ,0.43 
P162,13.00 ,9.00 ,12.00 ,9.00 ,11.00 ,11.00 ,9.00 ,11.00 ,9.00 ,9.00 ,18.00 ,5.00 ,8.00 ,10.00 ,11.00 ,12.00 ,10.00 ,12.00 ,8.00 ,10.00 ,7.00 ,13.00 ,10.00 ,9.00 ,6.00 ,10.00 ,5.00 ,7.00 ,9.00 ,12.00 ,8.00 ,4.00 ,5.00 ,7.00 ,9.00 ,12.00 ,9.00 ,4.00 ,3.00 ,9.00 ,2.00 ,8.00 ,5.00 ,4.00 ,14.00 ,8.00 ,5.00 ,7.00 ,6.00 ,6.00 ,6.00 ,13.00 ,2.00 ,18.00 ,0.69 ,0.44 ,0.63 ,0.44 ,0.56 ,0.56 ,0.44 ,0.56 ,0.44 ,0.44 ,1.00 ,0.19 ,0.38 ,0.50 ,0.56 ,0.63 ,0.50 ,0.63 ,0.38 ,0.50 ,0.31 ,0.69 ,0.50 ,0.44 ,0.25 ,0.50 ,0.19 ,0.31 ,0.44 ,0.63 ,0.38 ,0.13 ,0.19 ,0.31 ,0.44 ,0.63 ,0.44 ,0.13 ,0.06 ,0.44 ,0.00 ,0.38 ,0.19 ,0.13 ,0.75 ,0.38 ,0.19 ,0.31 ,0.25 ,0.25 ,0.25 ,0.69 ,8.65 ,0.42 
P163,6.00 ,5.00 ,6.00 ,6.00 ,7.00 ,5.00 ,5.00 ,5.00 ,1.00 ,3.00 ,1.00 ,3.00 ,3.00 ,0.00 ,6.00 ,1.00 ,0.00 ,7.00 ,3.00 ,3.00 ,3.00 ,2.00 ,5.00 ,4.00 ,3.00 ,6.00 ,6.00 ,5.00 ,7.00 ,3.00 ,4.00 ,3.00 ,4.00 ,1.00 ,5.00 ,2.00 ,6.00 ,3.00 ,5.00 ,11.00 ,1.00 ,4.00 ,3.00 ,0.00 ,3.00 ,4.00 ,4.00 ,3.00 ,2.00 ,6.00 ,7.00 ,3.00 ,0.00 ,11.00 ,0.55 ,0.45 ,0.55 ,0.55 ,0.64 ,0.45 ,0.45 ,0.45 ,0.09 ,0.27 ,0.09 ,0.27 ,0.27 ,0.00 ,0.55 ,0.09 ,0.00 ,0.64 ,0.27 ,0.27 ,0.27 ,0.18 ,0.45 ,0.36 ,0.27 ,0.55 ,0.55 ,0.45 ,0.64 ,0.27 ,0.36 ,0.27 ,0.36 ,0.09 ,0.45 ,0.18 ,0.55 ,0.27 ,0.45 ,1.00 ,0.09 ,0.36 ,0.27 ,0.00 ,0.27 ,0.36 ,0.36 ,0.27 ,0.18 ,0.55 ,0.64 ,0.27 ,3.84 ,0.36 
P164,9.00 ,5.00 ,8.00 ,9.00 ,14.00 ,10.00 ,8.00 ,11.00 ,8.00 ,7.00 ,8.00 ,13.00 ,7.00 ,2.00 ,9.00 ,12.00 ,14.00 ,7.00 ,7.00 ,12.00 ,10.00 ,9.00 ,15.00 ,13.00 ,8.00 ,15.00 ,6.00 ,3.00 ,6.00 ,8.00 ,14.00 ,5.00 ,9.00 ,9.00 ,12.00 ,8.00 ,9.00 ,12.00 ,9.00 ,8.00 ,6.00 ,10.00 ,6.00 ,19.00 ,1.00 ,10.00 ,7.00 ,11.00 ,7.00 ,6.00 ,5.00 ,9.00 ,1.00 ,19.00 ,0.44 ,0.22 ,0.39 ,0.44 ,0.72 ,0.50 ,0.39 ,0.56 ,0.39 ,0.33 ,0.39 ,0.67 ,0.33 ,0.06 ,0.44 ,0.61 ,0.72 ,0.33 ,0.33 ,0.61 ,0.50 ,0.44 ,0.78 ,0.67 ,0.39 ,0.78 ,0.28 ,0.11 ,0.28 ,0.39 ,0.72 ,0.22 ,0.44 ,0.44 ,0.61 ,0.39 ,0.44 ,0.61 ,0.44 ,0.39 ,0.28 ,0.50 ,0.28 ,1.00 ,0.00 ,0.50 ,0.33 ,0.56 ,0.33 ,0.28 ,0.22 ,0.44 ,9.08 ,0.44 
P165,9.00 ,13.00 ,9.00 ,16.00 ,12.00 ,9.00 ,13.00 ,14.00 ,6.00 ,16.00 ,10.00 ,8.00 ,11.00 ,11.00 ,6.00 ,15.00 ,10.00 ,14.00 ,10.00 ,11.00 ,9.00 ,13.00 ,7.00 ,8.00 ,5.00 ,14.00 ,8.00 ,10.00 ,8.00 ,11.00 ,6.00 ,3.00 ,12.00 ,13.00 ,7.00 ,9.00 ,9.00 ,5.00 ,10.00 ,11.00 ,14.00 ,10.00 ,10.00 ,10.00 ,6.00 ,4.00 ,9.00 ,12.00 ,12.00 ,7.00 ,6.00 ,11.00 ,3.00 ,16.00 ,0.46 ,0.77 ,0.46 ,1.00 ,0.69 ,0.46 ,0.77 ,0.85 ,0.23 ,1.00 ,0.54 ,0.38 ,0.62 ,0.62 ,0.23 ,0.92 ,0.54 ,0.85 ,0.54 ,0.62 ,0.46 ,0.77 ,0.31 ,0.38 ,0.15 ,0.85 ,0.38 ,0.54 ,0.38 ,0.62 ,0.23 ,0.00 ,0.69 ,0.77 ,0.31 ,0.46 ,0.46 ,0.15 ,0.54 ,0.62 ,0.85 ,0.54 ,0.54 ,0.54 ,0.23 ,0.08 ,0.46 ,0.69 ,0.69 ,0.31 ,0.23 ,0.62 ,9.96 ,0.53 
P166,7.00 ,10.00 ,9.00 ,11.00 ,5.00 ,8.00 ,15.00 ,14.00 ,9.00 ,7.00 ,16.00 ,13.00 ,10.00 ,14.00 ,13.00 ,7.00 ,18.00 ,7.00 ,13.00 ,11.00 ,8.00 ,6.00 ,12.00 ,5.00 ,11.00 ,8.00 ,5.00 ,10.00 ,5.00 ,11.00 ,13.00 ,7.00 ,10.00 ,11.00 ,5.00 ,10.00 ,8.00 ,9.00 ,11.00 ,10.00 ,4.00 ,13.00 ,5.00 ,21.00 ,10.00 ,6.00 ,7.00 ,4.00 ,8.00 ,16.00 ,5.00 ,11.00 ,4.00 ,21.00 ,0.18 ,0.35 ,0.29 ,0.41 ,0.06 ,0.24 ,0.65 ,0.59 ,0.29 ,0.18 ,0.71 ,0.53 ,0.35 ,0.59 ,0.53 ,0.18 ,0.82 ,0.18 ,0.53 ,0.41 ,0.24 ,0.12 ,0.47 ,0.06 ,0.41 ,0.24 ,0.06 ,0.35 ,0.06 ,0.41 ,0.53 ,0.18 ,0.35 ,0.41 ,0.06 ,0.35 ,0.24 ,0.29 ,0.41 ,0.35 ,0.00 ,0.53 ,0.06 ,1.00 ,0.35 ,0.12 ,0.18 ,0.00 ,0.24 ,0.71 ,0.06 ,0.41 ,9.59 ,0.33 
P167,33.00 ,45.00 ,42.00 ,41.00 ,32.00 ,45.00 ,43.00 ,45.00 ,45.00 ,36.00 ,48.00 ,46.00 ,33.00 ,42.00 ,34.00 ,37.00 ,41.00 ,30.00 ,37.00 ,34.00 ,38.00 ,28.00 ,31.00 ,39.00 ,25.00 ,25.00 ,29.00 ,16.00 ,29.00 ,31.00 ,28.00 ,25.00 ,22.00 ,36.00 ,25.00 ,27.00 ,24.00 ,39.00 ,37.00 ,24.00 ,27.00 ,27.00 ,29.00 ,28.00 ,26.00 ,34.00 ,33.00 ,40.00 ,31.00 ,34.00 ,28.00 ,28.00 ,16.00 ,48.00 ,0.53 ,0.91 ,0.81 ,0.78 ,0.50 ,0.91 ,0.84 ,0.91 ,0.91 ,0.63 ,1.00 ,0.94 ,0.53 ,0.81 ,0.56 ,0.66 ,0.78 ,0.44 ,0.66 ,0.56 ,0.69 ,0.38 ,0.47 ,0.72 ,0.28 ,0.28 ,0.41 ,0.00 ,0.41 ,0.47 ,0.38 ,0.28 ,0.19 ,0.63 ,0.28 ,0.34 ,0.25 ,0.72 ,0.66 ,0.25 ,0.34 ,0.34 ,0.41 ,0.38 ,0.31 ,0.56 ,0.53 ,0.75 ,0.47 ,0.56 ,0.38 ,0.38 ,33.51 ,0.54 
P168,34.00 ,29.00 ,34.00 ,59.00 ,27.00 ,39.00 ,34.00 ,49.00 ,35.00 ,45.00 ,39.00 ,28.00 ,43.00 ,40.00 ,37.00 ,33.00 ,42.00 ,31.00 ,43.00 ,30.00 ,35.00 ,44.00 ,40.00 ,36.00 ,40.00 ,23.00 ,31.00 ,26.00 ,21.00 ,42.00 ,40.00 ,34.00 ,27.00 ,26.00 ,39.00 ,32.00 ,40.00 ,29.00 ,29.00 ,28.00 ,30.00 ,26.00 ,27.00 ,36.00 ,37.00 ,26.00 ,44.00 ,41.00 ,29.00 ,34.00 ,25.00 ,18.00 ,18.00 ,59.00 ,0.39 ,0.27 ,0.39 ,1.00 ,0.22 ,0.51 ,0.39 ,0.76 ,0.41 ,0.66 ,0.51 ,0.24 ,0.61 ,0.54 ,0.46 ,0.37 ,0.59 ,0.32 ,0.61 ,0.29 ,0.41 ,0.63 ,0.54 ,0.44 ,0.54 ,0.12 ,0.32 ,0.20 ,0.07 ,0.59 ,0.54 ,0.39 ,0.22 ,0.20 ,0.51 ,0.34 ,0.54 ,0.27 ,0.27 ,0.24 ,0.29 ,0.20 ,0.22 ,0.44 ,0.46 ,0.20 ,0.63 ,0.56 ,0.27 ,0.39 ,0.17 ,0.00 ,34.88 ,0.40 
P169,38.00 ,31.00 ,22.00 ,43.00 ,29.00 ,25.00 ,46.00 ,32.00 ,38.00 ,39.00 ,32.00 ,32.00 ,31.00 ,37.00 ,29.00 ,36.00 ,37.00 ,33.00 ,52.00 ,18.00 ,31.00 ,31.00 ,32.00 ,37.00 ,39.00 ,23.00 ,22.00 ,28.00 ,42.00 ,22.00 ,18.00 ,25.00 ,25.00 ,33.00 ,29.00 ,28.00 ,32.00 ,17.00 ,34.00 ,27.00 ,28.00 ,25.00 ,30.00 ,17.00 ,28.00 ,35.00 ,34.00 ,40.00 ,38.00 ,33.00 ,21.00 ,33.00 ,17.00 ,52.00 ,0.60 ,0.40 ,0.14 ,0.74 ,0.34 ,0.23 ,0.83 ,0.43 ,0.60 ,0.63 ,0.43 ,0.43 ,0.40 ,0.57 ,0.34 ,0.54 ,0.57 ,0.46 ,1.00 ,0.03 ,0.40 ,0.40 ,0.43 ,0.57 ,0.63 ,0.17 ,0.14 ,0.31 ,0.71 ,0.14 ,0.03 ,0.23 ,0.23 ,0.46 ,0.34 ,0.31 ,0.43 ,0.00 ,0.49 ,0.29 ,0.31 ,0.23 ,0.37 ,0.00 ,0.31 ,0.51 ,0.49 ,0.66 ,0.60 ,0.46 ,0.11 ,0.46 ,31.22 ,0.40 
P170,29.00 ,37.00 ,32.00 ,43.00 ,30.00 ,27.00 ,28.00 ,22.00 ,37.00 ,42.00 ,32.00 ,36.00 ,31.00 ,34.00 ,28.00 ,48.00 ,35.00 ,39.00 ,34.00 ,34.00 ,37.00 ,36.00 ,37.00 ,31.00 ,40.00 ,14.00 ,22.00 ,26.00 ,34.00 ,30.00 ,36.00 ,17.00 ,31.00 ,39.00 ,28.00 ,28.00 ,28.00 ,32.00 ,52.00 ,33.00 ,30.00 ,40.00 ,34.00 ,25.00 ,25.00 ,33.00 ,39.00 ,49.00 ,39.00 ,35.00 ,21.00 ,32.00 ,14.00 ,52.00 ,0.39 ,0.61 ,0.47 ,0.76 ,0.42 ,0.34 ,0.37 ,0.21 ,0.61 ,0.74 ,0.47 ,0.58 ,0.45 ,0.53 ,0.37 ,0.89 ,0.55 ,0.66 ,0.53 ,0.53 ,0.61 ,0.58 ,0.61 ,0.45 ,0.68 ,0.00 ,0.21 ,0.32 ,0.53 ,0.42 ,0.58 ,0.08 ,0.45 ,0.66 ,0.37 ,0.37 ,0.37 ,0.47 ,1.00 ,0.50 ,0.42 ,0.68 ,0.53 ,0.29 ,0.29 ,0.50 ,0.66 ,0.92 ,0.66 ,0.55 ,0.18 ,0.47 ,33.12 ,0.50 
P171,6.00 ,7.00 ,13.00 ,6.00 ,4.00 ,12.00 ,11.00 ,9.00 ,13.00 ,13.00 ,14.00 ,11.00 ,9.00 ,9.00 ,7.00 ,11.00 ,9.00 ,5.00 ,6.00 ,11.00 ,10.00 ,9.00 ,9.00 ,8.00 ,8.00 ,10.00 ,8.00 ,14.00 ,10.00 ,7.00 ,8.00 ,6.00 ,15.00 ,5.00 ,2.00 ,13.00 ,11.00 ,6.00 ,4.00 ,4.00 ,8.00 ,15.00 ,5.00 ,8.00 ,7.00 ,5.00 ,7.00 ,11.00 ,5.00 ,8.00 ,7.00 ,9.00 ,2.00 ,15.00 ,0.31 ,0.38 ,0.85 ,0.31 ,0.15 ,0.77 ,0.69 ,0.54 ,0.85 ,0.85 ,0.92 ,0.69 ,0.54 ,0.54 ,0.38 ,0.69 ,0.54 ,0.23 ,0.31 ,0.69 ,0.62 ,0.54 ,0.54 ,0.46 ,0.46 ,0.62 ,0.46 ,0.92 ,0.62 ,0.38 ,0.46 ,0.31 ,1.00 ,0.23 ,0.00 ,0.85 ,0.69 ,0.31 ,0.15 ,0.15 ,0.46 ,1.00 ,0.23 ,0.46 ,0.38 ,0.23 ,0.38 ,0.69 ,0.23 ,0.46 ,0.38 ,0.54 ,8.65 ,0.51 
P172,32.00 ,48.00 ,44.00 ,40.00 ,31.00 ,40.00 ,30.00 ,45.00 ,40.00 ,29.00 ,45.00 ,32.00 ,37.00 ,36.00 ,43.00 ,36.00 ,34.00 ,42.00 ,50.00 ,36.00 ,44.00 ,31.00 ,50.00 ,35.00 ,26.00 ,27.00 ,23.00 ,32.00 ,37.00 ,19.00 ,40.00 ,34.00 ,29.00 ,38.00 ,42.00 ,35.00 ,28.00 ,29.00 ,32.00 ,29.00 ,26.00 ,23.00 ,32.00 ,33.00 ,30.00 ,44.00 ,47.00 ,37.00 ,18.00 ,36.00 ,23.00 ,25.00 ,18.00 ,50.00 ,0.44 ,0.94 ,0.81 ,0.69 ,0.41 ,0.69 ,0.38 ,0.84 ,0.69 ,0.34 ,0.84 ,0.44 ,0.59 ,0.56 ,0.78 ,0.56 ,0.50 ,0.75 ,1.00 ,0.56 ,0.81 ,0.41 ,1.00 ,0.53 ,0.25 ,0.28 ,0.16 ,0.44 ,0.59 ,0.03 ,0.69 ,0.50 ,0.34 ,0.63 ,0.75 ,0.53 ,0.31 ,0.34 ,0.44 ,0.34 ,0.25 ,0.16 ,0.44 ,0.47 ,0.38 ,0.81 ,0.91 ,0.59 ,0.00 ,0.56 ,0.16 ,0.22 ,35.10 ,0.52 
P173,34.00 ,25.00 ,42.00 ,47.00 ,37.00 ,40.00 ,30.00 ,44.00 ,37.00 ,38.00 ,41.00 ,38.00 ,42.00 ,40.00 ,44.00 ,41.00 ,54.00 ,42.00 ,32.00 ,48.00 ,36.00 ,41.00 ,38.00 ,49.00 ,39.00 ,34.00 ,30.00 ,22.00 ,23.00 ,30.00 ,35.00 ,27.00 ,41.00 ,41.00 ,31.00 ,38.00 ,26.00 ,35.00 ,34.00 ,38.00 ,39.00 ,45.00 ,36.00 ,50.00 ,35.00 ,32.00 ,31.00 ,37.00 ,36.00 ,34.00 ,23.00 ,15.00 ,15.00 ,54.00 ,0.49 ,0.26 ,0.69 ,0.82 ,0.56 ,0.64 ,0.38 ,0.74 ,0.56 ,0.59 ,0.67 ,0.59 ,0.69 ,0.64 ,0.74 ,0.67 ,1.00 ,0.69 ,0.44 ,0.85 ,0.54 ,0.67 ,0.59 ,0.87 ,0.62 ,0.49 ,0.38 ,0.18 ,0.21 ,0.38 ,0.51 ,0.31 ,0.67 ,0.67 ,0.41 ,0.59 ,0.28 ,0.51 ,0.49 ,0.59 ,0.62 ,0.77 ,0.54 ,0.90 ,0.51 ,0.44 ,0.41 ,0.56 ,0.54 ,0.49 ,0.21 ,0.00 ,37.24 ,0.55 
P174,37.00 ,42.00 ,30.00 ,43.00 ,48.00 ,44.00 ,47.00 ,27.00 ,43.00 ,41.00 ,34.00 ,53.00 ,33.00 ,35.00 ,40.00 ,52.00 ,47.00 ,43.00 ,40.00 ,51.00 ,39.00 ,37.00 ,35.00 ,34.00 ,36.00 ,19.00 ,29.00 ,28.00 ,25.00 ,35.00 ,23.00 ,20.00 ,24.00 ,30.00 ,37.00 ,27.00 ,41.00 ,38.00 ,34.00 ,38.00 ,33.00 ,41.00 ,48.00 ,34.00 ,32.00 ,44.00 ,29.00 ,44.00 ,32.00 ,28.00 ,38.00 ,24.00 ,19.00 ,53.00 ,0.53 ,0.68 ,0.32 ,0.71 ,0.85 ,0.74 ,0.82 ,0.24 ,0.71 ,0.65 ,0.44 ,1.00 ,0.41 ,0.47 ,0.62 ,0.97 ,0.82 ,0.71 ,0.62 ,0.94 ,0.59 ,0.53 ,0.47 ,0.44 ,0.50 ,0.00 ,0.29 ,0.26 ,0.18 ,0.47 ,0.12 ,0.03 ,0.15 ,0.32 ,0.53 ,0.24 ,0.65 ,0.56 ,0.44 ,0.56 ,0.41 ,0.65 ,0.85 ,0.44 ,0.38 ,0.74 ,0.29 ,0.74 ,0.38 ,0.26 ,0.56 ,0.15 ,36.65 ,0.51 
P175,30.00 ,40.00 ,48.00 ,28.00 ,30.00 ,34.00 ,40.00 ,53.00 ,43.00 ,37.00 ,29.00 ,38.00 ,38.00 ,36.00 ,36.00 ,46.00 ,37.00 ,49.00 ,35.00 ,35.00 ,48.00 ,34.00 ,51.00 ,31.00 ,30.00 ,26.00 ,26.00 ,34.00 ,38.00 ,36.00 ,35.00 ,34.00 ,36.00 ,37.00 ,38.00 ,32.00 ,42.00 ,32.00 ,20.00 ,32.00 ,22.00 ,28.00 ,31.00 ,36.00 ,42.00 ,42.00 ,32.00 ,31.00 ,39.00 ,24.00 ,24.00 ,19.00 ,19.00 ,53.00 ,0.32 ,0.62 ,0.85 ,0.26 ,0.32 ,0.44 ,0.62 ,1.00 ,0.71 ,0.53 ,0.29 ,0.56 ,0.56 ,0.50 ,0.50 ,0.79 ,0.53 ,0.88 ,0.47 ,0.47 ,0.85 ,0.44 ,0.94 ,0.35 ,0.32 ,0.21 ,0.21 ,0.44 ,0.56 ,0.50 ,0.47 ,0.44 ,0.50 ,0.53 ,0.56 ,0.38 ,0.68 ,0.38 ,0.03 ,0.38 ,0.09 ,0.26 ,0.35 ,0.50 ,0.68 ,0.68 ,0.38 ,0.35 ,0.59 ,0.15 ,0.15 ,0.00 ,35.86 ,0.47 
P176,38.00 ,44.00 ,41.00 ,26.00 ,28.00 ,36.00 ,29.00 ,38.00 ,45.00 ,32.00 ,45.00 ,53.00 ,44.00 ,31.00 ,35.00 ,37.00 ,35.00 ,49.00 ,30.00 ,40.00 ,47.00 ,32.00 ,49.00 ,33.00 ,46.00 ,26.00 ,26.00 ,27.00 ,28.00 ,30.00 ,39.00 ,27.00 ,34.00 ,27.00 ,26.00 ,28.00 ,29.00 ,32.00 ,28.00 ,26.00 ,23.00 ,29.00 ,21.00 ,31.00 ,31.00 ,26.00 ,24.00 ,33.00 ,32.00 ,30.00 ,23.00 ,13.00 ,13.00 ,53.00 ,0.63 ,0.78 ,0.70 ,0.33 ,0.38 ,0.58 ,0.40 ,0.63 ,0.80 ,0.48 ,0.80 ,1.00 ,0.78 ,0.45 ,0.55 ,0.60 ,0.55 ,0.90 ,0.43 ,0.68 ,0.85 ,0.48 ,0.90 ,0.50 ,0.83 ,0.33 ,0.33 ,0.35 ,0.38 ,0.43 ,0.65 ,0.35 ,0.53 ,0.35 ,0.33 ,0.38 ,0.40 ,0.48 ,0.38 ,0.33 ,0.25 ,0.40 ,0.20 ,0.45 ,0.45 ,0.33 ,0.28 ,0.50 ,0.48 ,0.43 ,0.25 ,0.00 ,33.59 ,0.50 
P177,25.00 ,38.00 ,37.00 ,48.00 ,34.00 ,40.00 ,30.00 ,29.00 ,39.00 ,40.00 ,36.00 ,35.00 ,30.00 ,44.00 ,43.00 ,46.00 ,29.00 ,35.00 ,39.00 ,56.00 ,48.00 ,39.00 ,20.00 ,36.00 ,20.00 ,33.00 ,34.00 ,28.00 ,36.00 ,20.00 ,21.00 ,36.00 ,41.00 ,32.00 ,23.00 ,23.00 ,24.00 ,43.00 ,30.00 ,28.00 ,26.00 ,17.00 ,33.00 ,28.00 ,29.00 ,34.00 ,32.00 ,41.00 ,24.00 ,33.00 ,27.00 ,28.00 ,17.00 ,56.00 ,0.21 ,0.54 ,0.51 ,0.79 ,0.44 ,0.59 ,0.33 ,0.31 ,0.56 ,0.59 ,0.49 ,0.46 ,0.33 ,0.69 ,0.67 ,0.74 ,0.31 ,0.46 ,0.56 ,1.00 ,0.79 ,0.56 ,0.08 ,0.49 ,0.08 ,0.41 ,0.44 ,0.28 ,0.49 ,0.08 ,0.10 ,0.49 ,0.62 ,0.38 ,0.15 ,0.15 ,0.18 ,0.67 ,0.33 ,0.28 ,0.23 ,0.00 ,0.41 ,0.28 ,0.31 ,0.44 ,0.38 ,0.62 ,0.18 ,0.41 ,0.26 ,0.28 ,33.31 ,0.41 
P178,35.00 ,34.00 ,40.00 ,36.00 ,45.00 ,37.00 ,43.00 ,47.00 ,34.00 ,39.00 ,33.00 ,41.00 ,47.00 ,40.00 ,47.00 ,53.00 ,44.00 ,39.00 ,42.00 ,41.00 ,44.00 ,51.00 ,47.00 ,44.00 ,38.00 ,32.00 ,29.00 ,41.00 ,27.00 ,21.00 ,36.00 ,27.00 ,30.00 ,19.00 ,46.00 ,31.00 ,33.00 ,29.00 ,36.00 ,34.00 ,25.00 ,27.00 ,52.00 ,36.00 ,43.00 ,31.00 ,37.00 ,38.00 ,42.00 ,28.00 ,28.00 ,26.00 ,19.00 ,53.00 ,0.47 ,0.44 ,0.62 ,0.50 ,0.76 ,0.53 ,0.71 ,0.82 ,0.44 ,0.59 ,0.41 ,0.65 ,0.82 ,0.62 ,0.82 ,1.00 ,0.74 ,0.59 ,0.68 ,0.65 ,0.74 ,0.94 ,0.82 ,0.74 ,0.56 ,0.38 ,0.29 ,0.65 ,0.24 ,0.06 ,0.50 ,0.24 ,0.32 ,0.00 ,0.79 ,0.35 ,0.41 ,0.29 ,0.50 ,0.44 ,0.18 ,0.24 ,0.97 ,0.50 ,0.71 ,0.35 ,0.53 ,0.56 ,0.68 ,0.26 ,0.26 ,0.21 ,37.61 ,0.53 
